Geneid	Chr	Start	End	Length
XP_003666780.1	NC_016478	1432825	1434039	1215
XP_003666781.1	NC_016478;NC_016478	1434566;1434831	1434762;1435599	966
MYCTH_t184	NC_016478	1436033	1436128	96
XP_003666782.1	NC_016478	1436558	1437439	882
XP_003666783.1	NC_016478;NC_016478;NC_016478	1439978;1440064;1441116	1439986;1440955;1441501	1287
XP_003666784.1	NC_016478	1441675	1443840	2166
XP_003666785.1	NC_016478	1444924	1445856	933
XP_003666786.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1446119;1446387;1447694;1449288;1449580	1446286;1447606;1449210;1449418;1449582	3039
XP_003666787.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1450312;1450393;1450599;1451036;1451353;1451466;1451868;1452143;1452272;1452858	1450327;1450403;1450921;1451296;1451412;1451759;1452089;1452211;1452369;1452898	1395
XP_003666788.1	NC_016478;NC_016478	1453683;1455477	1455311;1456445	2598
XP_003666789.1	NC_016478;NC_016478;NC_016478	1457806;1458535;1458661	1458477;1458581;1459381	1440
XP_003666790.1	NC_016478	1459903	1460244	342
XP_003666791.1	NC_016478	1461743	1462762	1020
XP_003666792.1	NC_016478	1463810	1465219	1410
XP_003666793.1	NC_016478;NC_016478;NC_016478	1466121;1466707;1467069	1466562;1466973;1467151	792
XP_003666794.1	NC_016478;NC_016478	1470113;1470512	1470415;1470787	579
XP_003666795.1	NC_016478;NC_016478	1475841;1476067	1475973;1476302	369
XP_003666796.1	NC_016478;NC_016478	1476941;1481061	1480998;1481331	4329
XP_003666797.1	NC_016478	1482019	1483257	1239
XP_003666798.1	NC_016478	1484857	1485840	984
XP_003666799.1	NC_016478;NC_016478;NC_016478;NC_016478	1487161;1487386;1487515;1487752	1487314;1487438;1487669;1488217	828
XP_003666800.1	NC_016478;NC_016478	1489728;1490055	1489979;1490219	417
XP_003666801.1	NC_016478;NC_016478	1490285;1490899	1490814;1491016	648
XP_003666802.1	NC_016478;NC_016478	1493594;1493805	1493720;1493986	309
XP_003666803.1	NC_016478;NC_016478;NC_016478	1494652;1494907;1495240	1494841;1495178;1495827	1050
XP_003666804.1	NC_016478	1496112	1497224	1113
XP_003666805.1	NC_016478;NC_016478	1497494;1498613	1498522;1498831	1248
XP_003666806.1	NC_016478;NC_016478;NC_016478	1500137;1500369;1500689	1500226;1500586;1500746	366
XP_003666807.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1502970;1503580;1503949;1504306;1505165;1505496	1503497;1503894;1504251;1505073;1505433;1505805	2493
XP_003666808.1	NC_016478	1508785	1511694	2910
XP_003666809.1	NC_016478	1512463	1512765	303
XP_003666810.1	NC_016478;NC_016478;NC_016478;NC_016478	1512963;1513702;1513862;1516368	1513632;1513810;1516303;1516449	3303
XP_003666811.1	NC_016478;NC_016478;NC_016478	1518614;1518758;1521183	1518696;1521045;1521325	2514
XP_003666812.1	NC_016478	1522458	1523993	1536
XP_003666813.1	NC_016478;NC_016478	1526291;1527145	1527091;1527399	1056
XP_003666814.1	NC_016478;NC_016478	1529083;1530548	1530486;1530799	1656
XP_003666815.1	NC_016478;NC_016478;NC_016478	1532955;1533975;1536341	1533872;1536211;1536605	3420
XP_003666816.1	NC_016478;NC_016478;NC_016478	1539505;1539731;1540476	1539630;1540415;1540678	1014
XP_003666817.1	NC_016478;NC_016478	1541320;1545449	1543237;1545465	1935
XP_003666818.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1546295;1546744;1547041;1547196;1547313	1546635;1546918;1547133;1547259;1548904	2265
XP_003666819.1	NC_016478;NC_016478;NC_016478	1553368;1554042;1554316	1553975;1554259;1554446	957
XP_003666820.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1555176;1555380;1555540;1556016;1556105	1555312;1555460;1555929;1556028;1556125	642
XP_003666821.1	NC_016478;NC_016478;NC_016478	1557516;1558634;1561400	1558493;1561267;1562167	4380
XP_003666822.1	NC_016478;NC_016478;NC_016478;NC_016478	1562952;1563224;1563365;1563910	1563113;1563275;1563828;1564047	816
XP_003666823.1	NC_016478;NC_016478	1565579;1566032	1565778;1566680	849
XP_003666824.1	NC_016478;NC_016478	1566932;1569360	1569288;1569477	2475
XP_003666825.1	NC_016478;NC_016478	1569856;1570609	1570548;1571583	1668
XP_003666826.1	NC_016478;NC_016478	1571954;1572423	1572279;1572780	684
XP_003666827.1	NC_016478;NC_016478	1573852;1575081	1575020;1575888	1977
XP_003666828.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1578424;1578718;1579184;1579317;1579514	1578646;1579087;1579257;1579448;1580597	1883
XP_003666829.1	NC_016478;NC_016478;NC_016478	1581080;1582097;1582274	1581880;1582202;1582413	1047
XP_003666830.1	NC_016478	1583120	1583332	213
XP_003666831.1	NC_016478;NC_016478;NC_016478	1583983;1584170;1587709	1584097;1587591;1588002	3831
XP_003666832.1	NC_016478	1589603	1590595	993
XP_003666833.1	NC_016478	1593583	1595442	1860
XP_003666834.1	NC_016478	1598252	1600027	1776
XP_003666835.1	NC_016478	1601126	1602607	1482
XP_003666836.1	NC_016478	1604824	1605189	366
XP_003666837.1	NC_016478	1605682	1606473	792
XP_003666838.1	NC_016478	1607149	1609272	2124
XP_003666839.1	NC_016478;NC_016478	1610811;1612626	1612546;1612893	2004
XP_003666840.1	NC_016478;NC_016478;NC_016478	1613901;1614071;1614197	1614019;1614130;1614404	387
XP_003666841.1	NC_016478;NC_016478;NC_016478	1614855;1614969;1615462	1614906;1615410;1617304	2337
XP_003666842.1	NC_016478;NC_016478;NC_016478	1618110;1618326;1618914	1618232;1618757;1618982	624
XP_003666843.1	NC_016478;NC_016478;NC_016478;NC_016478	1620342;1620725;1621403;1621824	1620652;1621350;1621761;1621907	1380
XP_003666844.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1622486;1622624;1622748;1622880;1623012;1623795;1624620;1625150;1625438;1625643;1626126	1622551;1622653;1622820;1622951;1623733;1624554;1625090;1625379;1625585;1626063;1626363	3231
XP_003666845.1	NC_016478;NC_016478;NC_016478	1628505;1629222;1631328	1629156;1631228;1632331	3663
XP_003666846.1	NC_016478	1634929	1636131	1203
XP_003666847.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1637270;1637393;1637562;1637858;1638531;1639275	1637294;1637459;1637770;1638448;1639168;1639367	1623
XP_003666848.1	NC_016478	1639624	1640358	735
XP_003666849.1	NC_016478;NC_016478;NC_016478;NC_016478	1642046;1642175;1642709;1643659	1642100;1642630;1643580;1644003	1728
XP_003666850.1	NC_016478;NC_016478;NC_016478;NC_016478	1655742;1656066;1656189;1657242	1655885;1656122;1656500;1657511	783
XP_003666851.1	NC_016478;NC_016478;NC_016478	1657483;1658066;1658282	1657572;1658217;1658798	759
XP_003666852.1	NC_016478	1665814	1665984	171
XP_003666853.1	NC_016478;NC_016478	1671025;1671578	1671400;1672275	1074
XP_003666854.1	NC_016478;NC_016478	1673463;1674713	1674635;1675885	2346
XP_003666855.1	NC_016478;NC_016478;NC_016478	1676721;1677001;1677181	1676810;1677078;1677261	249
XP_003666856.1	NC_016478;NC_016478	1677669;1678312	1678216;1678528	765
XP_003666857.1	NC_016478;NC_016478;NC_016478	1679196;1679403;1681409	1679343;1681350;1682513	3201
XP_003666858.1	NC_016478;NC_016478;NC_016478	1683001;1683409;1683690	1683266;1683589;1683932	690
XP_003666859.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1684210;1684482;1684637;1684806;1684882;1684989	1684407;1684585;1684763;1684812;1684921;1685061	549
XP_003666860.1	NC_016478	1685667	1686845	1179
XP_003666861.1	NC_016478;NC_016478	1687186;1687775	1687670;1687985	696
XP_003666862.1	NC_016478;NC_016478	1689215;1689613	1689511;1690035	720
XP_003666863.1	NC_016478;NC_016478	1690496;1690740	1690607;1691386	759
XP_003666864.1	NC_016478;NC_016478;NC_016478	1694672;1694961;1695107	1694830;1695045;1695108	246
XP_003666865.1	NC_016478;NC_016478	1697307;1698789	1698695;1698803	1404
XP_003666866.1	NC_016478;NC_016478	1699508;1700024	1699909;1700251	630
XP_003666867.1	NC_016478;NC_016478;NC_016478	1701017;1702988;1703488	1702909;1703248;1703706	2373
XP_003666868.1	NC_016478;NC_016478	1704709;1704993	1704930;1706783	2013
XP_003666869.1	NC_016478;NC_016478;NC_016478	1709064;1709345;1711317	1709281;1711246;1711560	2364
XP_003666870.1	NC_016478;NC_016478	1712815;1712988	1712943;1713068	210
XP_003666871.1	NC_016478;NC_016478;NC_016478;NC_016478	1714435;1714584;1715143;1715273	1714489;1714949;1715180;1715311	498
XP_003666872.1	NC_016478	1715883	1716956	1074
XP_003666873.1	NC_016478;NC_016478;NC_016478;NC_016478	1717288;1717390;1717557;1717965	1717322;1717453;1717670;1718012	261
XP_003666874.1	NC_016478;NC_016478;NC_016478;NC_016478	1718464;1718585;1718717;1718848	1718526;1718600;1718779;1718978	273
XP_003666875.1	NC_016478;NC_016478	1719306;1719580	1719437;1719906	459
XP_003666876.1	NC_016478;NC_016478;NC_016478	1720968;1721234;1724836	1721173;1724756;1724880	3774
XP_003666877.1	NC_016478	1725299	1725805	507
XP_003666878.1	NC_016478;NC_016478	1726878;1727121	1727031;1728112	1146
XP_003666879.1	NC_016478	1729305	1736681	7377
XP_003666880.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1739193;1739876;1740355;1740775;1740913;1741052	1739804;1740301;1740705;1740855;1740982;1741062	1551
XP_003666881.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1744646;1744845;1744981;1745261;1745728	1744782;1744912;1745204;1745668;1746090	1200
XP_003666882.1	NC_016478;NC_016478;NC_016478	1747309;1747388;1747956	1747316;1747724;1748018	408
XP_003666883.1	NC_016478;NC_016478	1748481;1748689	1748626;1748719	177
XP_003666884.1	NC_016478	1748871	1749671	801
XP_003666885.1	NC_016478	1751098	1752336	1239
XP_003666886.1	NC_016478;NC_016478	1752860;1754123	1754030;1754721	1770
XP_003666887.1	NC_016478;NC_016478	1759027;1765010	1764933;1765228	6126
XP_003666888.1	NC_016478;NC_016478	1774565;1775350	1775258;1775849	1194
XP_003666889.1	NC_016478;NC_016478;NC_016478	1784058;1784923;1786369	1784816;1786237;1787909	3615
XP_003666890.1	NC_016478;NC_016478;NC_016478;NC_016478	1791768;1793380;1793832;1794310	1793315;1793775;1794205;1794469	2478
XP_003666891.1	NC_016478;NC_016478	1795170;1796233	1796143;1796323	1065
XP_003666892.1	NC_016478;NC_016478;NC_016478	1797279;1797471;1797801	1797411;1797679;1798223	765
XP_003666893.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1799236;1799839;1799985;1800124;1800304;1800400	1799781;1799932;1800072;1800193;1800339;1800429	864
XP_003666894.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1802914;1803411;1803992;1804137;1804685;1805484	1802927;1803938;1804069;1804619;1805397;1805884	2217
XP_003666895.1	NC_016478;NC_016478	1806563;1807114	1806906;1807204	435
XP_003666896.1	NC_016478;NC_016478;NC_016478;NC_016478	1809080;1809799;1810115;1810347	1809734;1809987;1810267;1810555	1206
XP_003666897.1	NC_016478;NC_016478;NC_016478	1811825;1811957;1812878	1811875;1812380;1812900	498
XP_003666898.1	NC_016478	1813816	1816212	2397
XP_003666899.1	NC_016478;NC_016478;NC_016478;NC_016478	1816749;1816845;1817002;1817595	1816773;1816939;1817192;1817610	327
XP_003666900.1	NC_016478;NC_016478	1818408;1818937	1818809;1819440	906
XP_003666901.1	NC_016478;NC_016478	1819723;1820568	1820436;1821101	1248
XP_003666902.1	NC_016478	1822556	1826263	3708
XP_003666903.1	NC_016478	1827653	1828951	1299
XP_003666904.1	NC_016478;NC_016478	1830537;1831228	1831030;1831285	552
XP_003666905.1	NC_016478;NC_016478;NC_016478	1834370;1834789;1835077	1834421;1834851;1836383	1422
XP_003666906.1	NC_016478;NC_016478	1838367;1838562	1838507;1839371	951
XP_003666907.1	NC_016478	1839720	1839941	222
XP_003666908.1	NC_016478;NC_016478	1841028;1842373	1842258;1842593	1452
XP_003666909.1	NC_016478;NC_016478	1843340;1843771	1843588;1843884	363
XP_003666910.1	NC_016478;NC_016478	1844421;1846280	1846173;1846488	1962
XP_003666911.1	NC_016478;NC_016478;NC_016478;NC_016478	1847834;1848307;1848789;1849196	1848179;1848688;1849088;1850105	1938
XP_003666912.1	NC_016478;NC_016478	1852066;1852476	1852379;1853478	1317
XP_003666913.1	NC_016478;NC_016478;NC_016478;NC_016478	1854535;1854906;1855076;1855475	1854811;1854987;1855382;1855564	756
XP_003666914.1	NC_016478;NC_016478	1855995;1856512	1856445;1857125	1065
XP_003666915.1	NC_016478	1857820	1858002	183
XP_003666916.1	NC_016478;NC_016478;NC_016478;NC_016478	1859422;1859713;1860667;1860928	1859652;1859742;1860831;1861266	765
XP_003666917.1	NC_016478;NC_016478	1863035;1864162	1863957;1864780	1542
XP_003666918.1	NC_016478;NC_016478	1866369;1866965	1866765;1866992	425
XP_003666919.1	NC_016478;NC_016478	1868558;1868781	1868605;1869488	756
XP_003666920.1	NC_016478	1871873	1872052	180
XP_003666921.1	NC_016478	1877763	1878314	552
XP_003666922.1	NC_016478;NC_016478;NC_016478	1886396;1886737;1886853	1886557;1886780;1886895	249
XP_003666923.1	NC_016478;NC_016478;NC_016478;NC_016478	1888768;1889186;1889410;1889794	1889125;1889312;1889721;1894261	5265
XP_003666924.1	NC_016478	1896096	1896995	900
XP_003666925.1	NC_016478;NC_016478;NC_016478	1897115;1898489;1899107	1898335;1898890;1899160	1677
XP_003666926.1	NC_016478;NC_016478;NC_016478	1899751;1900028;1900268	1899822;1900183;1900549	510
XP_003666927.1	NC_016478;NC_016478	1900600;1901055	1900968;1901186	501
XP_003666928.1	NC_016478;NC_016478;NC_016478	1902388;1903224;1903424	1903117;1903253;1904043	1380
XP_003666929.1	NC_016478	1906386	1906943	558
XP_003666930.1	NC_016478;NC_016478;NC_016478	1907772;1908268;1908651	1908054;1908503;1908794	663
XP_003666931.1	NC_016478;NC_016478;NC_016478;NC_016478	1909621;1909807;1911805;1912080	1909716;1911629;1912008;1912386	2430
XP_003666932.1	NC_016478	1916470	1917723	1254
XP_003666933.1	NC_016478;NC_016478	1918103;1918706	1918649;1918974	816
XP_003666934.1	NC_016478;NC_016478	1919506;1920446	1920360;1920601	1011
XP_003666935.1	NC_016478;NC_016478;NC_016478	1925856;1927294;1928037	1927239;1927978;1928631	2664
XP_003666936.1	NC_016478;NC_016478;NC_016478	1929989;1930275;1930557	1930057;1930405;1931061	705
XP_003666937.1	NC_016478;NC_016478;NC_016478	1931744;1932008;1932264	1931830;1932164;1932631	612
XP_003666938.1	NC_016478;NC_016478;NC_016478	1935230;1936708;1938094	1936629;1937605;1938279	2484
XP_003666939.1	NC_016478;NC_016478	1944722;1944936	1944848;1948276	3468
XP_003666940.1	NC_016478;NC_016478	1948885;1950429	1949744;1950684	1116
XP_003666941.1	NC_016478	1951880	1952116	237
XP_003666942.1	NC_016478	1952398	1953888	1491
XP_003666943.1	NC_016478;NC_016478;NC_016478	1954568;1954905;1957332	1954713;1957163;1957752	2826
XP_003666944.1	NC_016478;NC_016478;NC_016478	1966958;1967329;1967547	1967215;1967397;1967924	705
XP_003666945.1	NC_016478;NC_016478	1968377;1969270	1969146;1969615	1116
XP_003666946.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1971168;1971378;1971559;1971703;1972004	1971178;1971501;1971606;1971930;1972204	612
XP_003666947.1	NC_016478	1974474	1976297	1824
XP_003666948.1	NC_016478;NC_016478;NC_016478	1979086;1980135;1980372	1980069;1980303;1980409	1191
XP_003666949.1	NC_016478;NC_016478	1980949;1982890	1982808;1983714	2685
XP_003666950.1	NC_016478	1984740	1984904	165
XP_003666951.1	NC_016478;NC_016478;NC_016478	1988501;1988927;1989113	1988865;1989025;1989200	552
XP_003666952.1	NC_016478;NC_016478	1989284;1989740	1989665;1990554	1197
XP_003666953.1	NC_016478	1991640	1992746	1107
XP_003666954.1	NC_016478;NC_016478	1993219;1993961	1993290;1994422	534
XP_003666955.1	NC_016478;NC_016478;NC_016478;NC_016478	1995276;1995415;1995624;1996942	1995329;1995507;1996773;1996985	1341
XP_003666956.1	NC_016478;NC_016478;NC_016478;NC_016478	1998653;2002175;2002845;2002973	1998894;2002753;2002904;2004776	2685
XP_003666957.1	NC_016478;NC_016478;NC_016478;NC_016478	2006917;2007217;2008850;2009888	2007096;2008761;2009791;2009950	2730
XP_003666958.1	NC_016478;NC_016478;NC_016478;NC_016478	2011050;2011474;2011867;2011955	2011411;2011656;2011874;2012010	609
XP_003666959.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2013164;2013314;2013719;2017559;2017763;2018531;2025729	2013258;2013658;2017423;2017714;2018473;2025662;2025776	12192
XP_003666960.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2027661;2027813;2028110;2028592;2028792	2027756;2027980;2028472;2028675;2028797	717
XP_003666961.1	NC_016478;NC_016478	2029353;2029587	2029530;2030743	1335
XP_003666962.1	NC_016478	2031004	2031543	540
XP_003666963.1	NC_016478;NC_016478	2032445;2032924	2032839;2033770	1242
XP_003666964.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2035514;2036375;2036749;2036963;2037056;2037132;2037269	2036321;2036700;2036910;2036998;2037075;2037216;2037367	1536
XP_003666965.1	NC_016478	2038186	2039787	1602
XP_003666966.1	NC_016478;NC_016478	2041446;2042017	2041861;2043970	2370
XP_003666967.1	NC_016478;NC_016478	2045075;2045576	2045500;2045653	504
XP_003666968.1	NC_016478;NC_016478;NC_016478	2047843;2048082;2049031	2047935;2048966;2049273	1221
XP_003666969.1	NC_016478	2051679	2053286	1608
XP_003666970.1	NC_016478	2057247	2059094	1848
XP_003666971.1	NC_016478;NC_016478	2060647;2061943	2061879;2062089	1380
XP_003666972.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2063319;2063533;2063753;2063875;2064051	2063462;2063655;2063818;2063989;2064085	483
XP_003666973.1	NC_016478	2065172	2067505	2334
XP_003666974.1	NC_016478;NC_016478;NC_016478	2074635;2075172;2075571	2075006;2075513;2076020	1164
XP_003666975.1	NC_016478;NC_016478	2077731;2078288	2078195;2078581	759
XP_003666976.1	NC_016478;NC_016478	2079544;2080368	2080296;2081771	2157
XP_003666977.1	NC_016478	2082536	2084149	1614
XP_003666978.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2087249;2087466;2087786;2087904;2088064;2088166;2088279;2088929	2087407;2087729;2087846;2088002;2088112;2088221;2088816;2089397	1695
XP_003666979.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2092743;2092878;2093765;2093905;2094000;2094295;2094434	2092808;2093711;2093851;2093951;2094224;2094317;2094468	1317
XP_003666980.1	NC_016478;NC_016478	2095946;2096198	2096129;2097477	1464
XP_003666981.1	NC_016478	2098006	2099307	1302
XP_003666982.1	NC_016478;NC_016478	2100298;2101137	2101047;2102510	2124
XP_003666983.1	NC_016478	2102666	2104822	2157
XP_003666984.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2117041;2117205;2117328;2117476;2118707;2119062;2119540	2117101;2117228;2117354;2118638;2118967;2119466;2119602	2004
XP_003666985.1	NC_016478;NC_016478	2121910;2122063	2121976;2124470	2475
XP_003666986.1	NC_016478	2125321	2126388	1068
XP_003666987.1	NC_016478	2126842	2127015	174
XP_003666988.1	NC_016478;NC_016478	2127532;2127980	2127788;2128250	528
XP_003666989.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2128927;2129238;2129947;2130029;2130280;2130522	2129179;2129887;2129970;2130185;2130358;2130534	1176
XP_003666990.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2131372;2132951;2133263;2133474;2133629;2133873;2134006;2134284	2132895;2133195;2133419;2133566;2133808;2133955;2134209;2134404	2607
XP_003666991.1	NC_016478;NC_016478	2138973;2139142	2139069;2139260	216
XP_003666992.1	NC_016478;NC_016478	2140763;2141604	2141528;2141980	1143
XP_003666993.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	2144616;2144767;2144889;2145239;2146438;2146919	2144662;2144783;2145052;2146369;2146866;2146954	1824
